cache_size,block_size,associativity,write_back,write_allocate,miss_rate,total_cycle
131072,2,1,1,1,0.906812,14786780
131072,2,1,1,0,0.906836,14787176
131072,2,1,0,1,0.906812,14786780
131072,2,1,0,0,0.906836,14787176
131072,2,2,1,1,0.906793,14786483
131072,2,2,1,0,0.906824,14786978
131072,2,2,0,1,0.906793,14786483
131072,2,2,0,0,0.906824,14786978
131072,2,4,1,1,0.906793,14786483
131072,2,4,1,0,0.906824,14786978
131072,2,4,0,1,0.906793,14786483
131072,2,4,0,0,0.906824,14786978
131072,2,8,1,1,0.906793,14786483
131072,2,8,1,0,0.906824,14786978
131072,2,8,0,1,0.906793,14786483
131072,2,8,0,0,0.906824,14786978
131072,2,16,1,1,0.906793,14786483
131072,2,16,1,0,0.906824,14786978
131072,2,16,0,1,0.906793,14786483
131072,2,16,0,0,0.906824,14786978
131072,2,32,1,1,0.906793,14786483
131072,2,32,1,0,0.906824,14786978
131072,2,32,0,1,0.906793,14786483
131072,2,32,0,0,0.906824,14786978
131072,4,1,1,1,0.906812,14786780
131072,4,1,1,0,0.906836,14787176
131072,4,1,0,1,0.906812,14786780
131072,4,1,0,0,0.906836,14787176
131072,4,2,1,1,0.906793,14786483
131072,4,2,1,0,0.906824,14786978
131072,4,2,0,1,0.906793,14786483
131072,4,2,0,0,0.906824,14786978
131072,4,4,1,1,0.906793,14786483
131072,4,4,1,0,0.906824,14786978
131072,4,4,0,1,0.906793,14786483
131072,4,4,0,0,0.906824,14786978
131072,4,8,1,1,0.906793,14786483
131072,4,8,1,0,0.906824,14786978
131072,4,8,0,1,0.906793,14786483
131072,4,8,0,0,0.906824,14786978
131072,4,16,1,1,0.906793,14786483
131072,4,16,1,0,0.906824,14786978
131072,4,16,0,1,0.906793,14786483
131072,4,16,0,0,0.906824,14786978
131072,4,32,1,1,0.906793,14786483
131072,4,32,1,0,0.906824,14786978
131072,4,32,0,1,0.906793,14786483
131072,4,32,0,0,0.906824,14786978
131072,8,1,1,1,0.906812,14786780
